arrival_date;arrival_date_calc;cargo_list;master_name;master_role;publication_day;raw_text;ship_flag;ship_name;ship_type;source_file;travel_departure_port
Día 1:;;;;cap.;;De Miami, en 1 día, vp. ami. Martinique, capi-;;ami. Martinique;vp.;1903_04_08;Miami
Día 4:;;;;;;De Veracruz y escalas, en 4 días, vp. am. Espe-;am.;Espe-;vp.;1903_04_08;Veracruz
Día 3:;;;Go-;cp.;;De Trujillo, en 3 días, vp. alm. Andes, cp. Go-;;alm. Andes;vp.;1903_04_08;Trujillo
Día 39:;;;;;;De Barcelona y escls. en 39 dias, vp. español;español;;vp.;1903_04_09;Barcelona
Día 3½:;;;;;;De N. York en 3½ dias, vap. americano Mo-;americano;Mo-;vap.;1903_04_09;N. York
Día 11:;;;;;;De Matanzas en 11 horas vp. cubano Curity-;cubano;Curity;vp.;1903_04_09;Matanzas
Día 4:;;;;cap.;;De Tampico en 4 dias, vp. ngo. Bergen, capi-;;ngo. Bergen;vp.;1903_04_09;Tampico
Día 3:;;;;;;De Tampica, vp. en 3 dias, vp. am. Matanzas;am.;Matanzas;vp.;1903_04_09;Tampica
Día 9:;;N/A: ;Harrock;cp.;;De Cartagena, en 9 días, vp. ing. Yucatan' cp. Harrock, ton. 2316, con carga general á J. Rodríguez y Cp.;ing.;Yucatan;vp.;1903_04_14;Cartagena
Día 4:;;;;cap.;;De Tampico, en 4 días, vp. am. Séneca, capi-;am.;Séneca;vp.;1903_04_14;Tampico
Día 18:;;N/A: ;Mc Clean;cp.;;De Weymouth, en 18 días, gol. am. Joseph Hay cp. Mc Clean, ton. 188, con madera á la or.;am.;Joseph Hay;gol.;1903_04_14;Weymouth
;;N/A: ;Pedersen;cp.;;De Mobile, vp. ngo. Uly, cp. Pedersen, tn. 1405;;Uly;vp.;1903_04_14;Mobile
Día 3½:;;;;;;De New York, en 3½ días, vp. am. Havana,;am.;Havana;vp.;1903_04_14;New York
Día 2½:;;;;;;De N. Orleans, en 2½ días, vp. americano Chal-;americano;Chal-;vp.;1903_04_14;N. Orleans
Día 4:;;;;;;De Veracruz y Progreso en 4 días vp. ameri-;ameri-;;vp.;1903_04_14;Veracruz y Progreso
Día 9:;;;;;;De Pasacagoula en 9 días gta. inglesa Melrose,;inglesa;Melrose;gta.;1903_04_14;Pasacagoula
Día 30:;;;;;;De Amberes y escalas en 30 días vp. español;español;;vp.;1903_04_15;Amberes
Día 7:;;;;;;De C. Hueso en 7 horas vp. americano Oll-;americano;Oll-;vp.;1903_04_15;C. Hueso
Día 1:;;;;;;De Miami en 1 día vp. americano Martínique;americano;Martínique;vp.;1903_04_15;Miami
Día 7:;;;;;;De C. Hueso en 7 horas vp. americano Mia-;americano;Mia;vp.;1903_04_15;C. Hueso
Día 3½:;;;;cp.;;De New York, en 3½ dias, vp. am. México, cp.;am.;México;vp.;1903_04_16;New York
Día 7:;;;;;;De Cayo Hues, en 7 horas. vp. am. Mascotte,;am.;Mascotte;vp.;1903_04_17;Cayo Hues
Día 1½:;;;;;;De Cayo Hues, en 1½ días, gol. am. Doctor;am.;Doctor;gol.;1903_04_17;Cayo Hues
Día 3:;;;;cap.;;De Veracruz, en 3 días, vp. franc. France, cap.;franc.;France;vp.;1903_04_17;Veracruz
Día 7:;;;;;;De Gulfport, en 7 días, bea. cubana Alabama,;cubana;Alabama;bea.;1903_04_17;Gulfport
Día 4:;;;;;;De Tampico, en 4 días, vap. cubano Cubana,;cubano;Cubana;vap.;1903_04_17;Tampico
Día 7:;;;;;;De Cayo Hueso, en 7 horas, vp. am. Olivette,;am.;Olivette;vp.;1903_04_19;Cayo Hueso
;;;;;;De Dienfuegos, vp. am. yacht Columbia.;am.;Columbia;yacht;1903_04_19;Dienfuegos
;;N/A: ;Hold;cp.;;De Hamburgo y esc. vp. alm. Sarnia, cp. Hold, ton. 3026, con carga general á E. Heilbut.;;Sarnia;vp.;1903_04_21;Hamburgo
Día 3:;;N/A:  | N/A:  | N/A: ;Dekker;cp.;;De Newport, en 2½ días, vp. holandés Gamma, cp. Dekker, ton. 2111, con carbón á L. Manéne y Cp.;holandés;Gamma;vp.;1903_04_21;Newport
Día 18:;;N/A:  | N/A:  | N/A: ;Dillon;cp.;;De Miami, escalas, en 18 horas, vp. am. Martínique, cp. Dillon, ton. 996, con carga, correspondencia y 10 pasajeros á G. Lawton, Childs y Cp.;am.;Martínique;vp.;1903_04_21;Miami
Día 2½:;;N/A:  | N/A: ;Fernandez;cp.;;De Veracruz, en 2½ días, vp. esp. Alfonso XII, cp. Fernandez, ton. 6893, con carga general y 163 pasajeros á M. Calvo.;esp.;Alfonso XII;vp.;1903_04_21;Veracruz
Día 2:;;N/A: ;Birney;cp.;;De New Orleans, en 2 días, vp. am. Chalmette, cp. Birney, ton. 3205, con carga general á Galban y Cp.;am.;Chalmette;vp.;1903_04_21;New Orleans
;;;;;;De Trujillo, vp. ing. de guerra Alerta.;ing.;Alerta;vp.;1903_04_21;Trujillo
Día 18:;;N/A: ;Gilkey;cp.;;De Filadelfia, en 18 días, gol. am. James W. Paul, cp. Gilkey, ton. 1808, con carbón á la orden.;am.;James W. Paul;gol.;1903_04_21;Filadelfia
Día 4:;;N/A:  | N/A: ;Rogers;cp.;;De New York, en 4 días, vp. am. Esperanza, cp. Rogers, ton. 4702, con carga general y 13 pasajeros á Zaldo y Cp.;am.;Esperanza;vp.;1903_04_21;New York
Día 3:;;N/A:  | N/A: ;Bottone;cp.;;De Nóbila, en 3 días, vp. italiano Giuseppe Corvaja, cp. Bottone, ton. 1700, con carga general y 8 pasajeros á L. Placé.;italiano;Giuseppe Corvaja;vp.;1903_04_21;Nóbila
Día 4:;;N/A: ;plánt O'Reef;ca.;;De Tampico, en 3½ días, vp. am. Niágara, ca. plánt O'Reef, ton. 2265, con carga general á Zaldo y Cp.;am.;Niágara;vp.;1903_04_21;Tampico
Día 30:;;;;;;De Buenos Aires y esc. en 30 dias, vp. inglés;ing.;;vp.;1903_04_22;Buenos Aires
Día 7:;;;;;;De Cayo Hueso, en 7 horas, vp. am. Mascotte,;am.;Mascotte;vp.;1903_04_22;Cayo Hueso
Día 4:;;;;ca-;;De Veracruz, en 4 días, vp. am. Monterey, ca-;am.;Monterey;vp.;1903_04_22;Veracruz
Día 25:;;;;;;De Liverpool y escalas, en 25 días, vp. Domín-;;Domín-;vp.;1903_04_22;Liverpool
Día 16:;;;;ca-;;De Liverpool, en 16 días, vp. esp. Gracia, ca-;esp.;Gracia;vp.;1903_04_22;Liverpool
Día 10:;;N/A: ;Chistofferson;cap.;;De Cartagena, en 10 días, vp. ngo. Albis, cap. Chistofferson, ton 1431, con ganado á L. V. Place.;;ngo. Albis;vp.;1903_04_23;Cartagena
Día 3:;;N/A:  | N/A: ;Downs;cp.;;De New York, en 3 días, vap. am. Morro Castle, cp. Downs, ton 6004, con carga general y 59 pasajeros á Zaldo y Cp.;am.;Morro Castle;vap.;1903_04_23;New York
;;N/A: ;Hansen;cp.;;De Nueveles, vp. cubano Olíndito, cp. Hansen, ton 2376, con carga de tránsito á V. Place.;cubano;Olíndito;vp.;1903_04_23;Nueveles
Día 6½:;;N/A: ;Jacobsen;cp.;;De Filadelfia, en 6½ días, vp. ngo. Navigator, cp. Jacobsen, ton 1273, con carbón á L. V. Place.;;Navigator;vp.;1903_04_23;Filadelfia
Día 7:;;N/A:  | N/A: ;Allen;cp.;;De Cayo Hueso, en 7 horas, vp. am. Olivette, cp. Allen, ton. 1603, con carga general y 38 pasajeros a Zaldo y Cp.;am.;Olivette;vp.;1903_04_24;Cayo Hueso
;;N/A: ;Rottoné;cp.;;De Cárdenas, vp. italiano Giuseppe Corvaja, cp. Rottoné, ton. 1700, en lastre a Luis V. Placé.;italiano;Giuseppe Corvaja;vp.;1903_04_24;Cárdenas
Día 4:;;N/A: ;Mc Kay;cap.;;De Tampico, en 4 días, vp. ing. Genesee, capitán Mc Kay, ton. 2530, en lastre, a R. Truñán y Cp.;ing.;Genesee;vp.;1903_04_24;Tampico
;;;Hoppe;cp.;;De New York, vp. cub. Curityba, cp. Hoppe,;cub.;Curityba;vp.;1903_04_25;New York
Día 26:;;;;;;De Génova y escalas, en 26 días, vp. esp. Bue-;esp.;Bue-;vp.;1903_04_25;Génova
Día 4:;;;;cp.;;De Móvilla, en 4 días, berg. Ing. Gleanafton, cp.;Ing.;Gleanafton;berg.;1903_04_25;Móvilla
Día 6:;;;;cap.;;De Pascagoula, en 6 dias, bca. ing. Mable, cap.;ing.;Mable;bca.;1903_04_26;Pascagoula
Día 8:;;;;;;De Londres y escalas, en 8 dias, vp. ing. Puri-;ing.;Puri;vp.;1903_04_26;Londres
Día 7:;;;;;;De Filadelfia, en 7 dias, vp. ing. Myrtydene,;ing.;Myrtydene;vp.;1903_04_26;Filadelfia
Día 7:;;;;;;De Cayo Hneso, en 7 horas, vp. am. Mascotte,;am.;Mascotte;vp.;1903_04_26;Cayo Hneso
Día 6:;;;;;;De Filadelfia en 6 dias vp. Ingles Russian Prin-;Ingles;Russian Prin;vp.;1903_04_26;Filadelfia
Día 2½:;;N/A: ;Subifo;cp.;;De N. Orleans en 2½ días vp. español PIO IX, cp. Subifo, tnd.s. 3895 con carga general á Marcos Hnos. y C:;español;PIO IX;vp.;1903_04_28;N. Orleans
Día 20:;;N/A: ;Anderson;cp.;;De New York en 20 días gta. am: Brokline, cp. Anderson, tnd.s. 541 con carbón á la or- den.;am;Brokline;gta.;1903_04_28;New York
Día 3½:;;N/A:  | N/A: ;Hathaway;cp.;;De Tampico eu 3½ días vp. amern? Santiago, cp. Hathaway, tnd.s. 2355 con carga general y 4 pasajeros á Zaldo y C:;amern?;Santiago;vp.;1903_04_28;Tampico
Día 2½:;;N/A:  | N/A: ;Pedersen;cp.;;De Mobila en 2½ vp. ngo. Ulv, cp. Pedersen, tnd.s. 1405 con carga gral. y 3 pasajeros á L. V. Placé.;;ngo. Ulv;vp.;1903_04_28;Mobila
Día 5½:;;N/A: ;Berentzen;cap.;;De Cartagena en 5½ días vp. ngo. Falsjo, capi- tan Berentzen, tnd.s. 1647 con ganado á Fernando Vélez.;ngo.;Falsjo;vp.;1903_04_28;Cartagena
Día 2:;;N/A:  | N/A: ;Burney;cp.;;De Nueva Orleans, en 2 días, vp. am. Chalmette, cp. Burney, ton. 3205, con carga gene- ral y 8 pasajeros á Galban y Cp.;am.;Chalmette;vp.;1903_04_28;Nueva Orleans
Día 4:;;N/A:  | N/A: ;Knight;cp.;;De Nueva York, en 4 días, vp. am. Vigilancia, cp. Knight, ton. 3115, con carga geCeral y 17 pasajeros á Zaldo.y Cp.;am.;Vigilancia;vp.;1903_04_28;Nueva York
Día 18:;;N/A:  | N/A:  | N/A: ;Dillon;cp.;;De Miami y Cayo Hueso en 18 horas, vp. americano Martinique, cp. Dillon, ton. 998, con carga, correspondencia y 6 pasajeros á G' Lawton Chids y Cp.;americano;Martinique;vp.;1903_04_28;Miami y Cayo Hueso
Día 5½:;;N/A: ;Uribarri;cp.;;De New York, en 5½ días, vp. esp. Ramón de Larrinaga, cp. Uribarri, ton. 2875, con carga general a Marimón, Varela y Cp.;esp.;Ramón de Larrinaga;vp.;1903_04_29;New York
Día 5:;;N/A: ;Enger;cp.;;De Tampico, en 5 días, vp. Nord, cp. Enger, ton. 1160, con ganado a Silveira y Cp.;;Nord;vp.;1903_04_29;Tampico
Día 7:;;N/A:  | N/A: ;Turner;cp.;;De Cayo Hueso, en 7 horas, vp. am. Mascotte, cp. Turner, ton. 884, con carga general y 48 pasajeros a G. Lawton, Childs y Cp.;am.;Mascotte;vp.;1903_04_29;Cayo Hueso
;;;Stevens;cp.;;De Nueva York, vp. am. México, cp. Stevens,;am.;México;vp.;1903_04_30;Nueva York
Día 7:;;;;cap.;;De Filadelfia, en 7 días, vap. ngo. Uriken, cap.;;ngo. Uriken;vap.;1903_05_01;Filadelfia
Día :;;;;;;De Barcelona y escalas, en 66 días, boa. espa-;espa-;;boa.;1903_05_01;Barcelona
Día 7:;;N/A: ;Erickson;cp.;;De Norfolk, en 7 dias, vp. francés Normannia, cp. Erickson, ton. 2598, con carbón á Bri-;francés;Normannia;vp.;1903_05_02;Norfolk
Día 7:;;N/A: ;White;cp.;;De Cayo Hueso, en 7 horas, vap. am. Miami, cp. White, ton. 1741, con carga general y;am.;Miami;vap.;1903_05_02;Cayo Hueso
Día 5:;;;;cap.;;De Tampico, en 5 dias, vap. cub. Cubana, capi-;cub.;Cubana;vap.;1903_05_02;Tampico
Día 22½:;;;;;;De Génova y escalas, en 22½ dias, vp. español;español;;vp.;1903_05_02;Génova
Día 77:;;N/A: ;Grandes;cap.;;De Liverpool, en 77 días, beca esp. Daniel, capitán Grandes, ton. 351, con carbón á Barrios y Coello;esp.;Daniel;beca;1903_05_03;Liverpool
Día 7:;;N/A:  | N/A:  | N/A: ;G. Lawton Childs;cap.;;De Cayo Hueso, en 7 horas, vp. am. Mascotte Turner, ton. 834, con carga general, correspondencia y 17 pasajeros á G. Lawton Childs y Cp.;am.;Mascotte Turner;vp.;1903_05_03;Cayo Hueso
Día 12:;;N/A:  | N/A:  | N/A: ;Deschamps;cp.;;De Bilbao, Santander y Coruña en 12 días, vaj. esp. Alfonso XIII, cp. Deschamps, tonelada 512, con carga, correspondencia y 18 pasajeros á M. Calvo.;esp.;Alfonso XIII;vaj.;1903_05_03;Bilbao, Santander y Coruña
Día 14:;;N/A:  | N/A: ;Witt;cp.;;De Hamburgo y escalas, en 14 días, vp. alemán Prinz Adalbert, cp. Witt, ton. 6029, con carga general y 100 pasajeros á E. Hellbut.;alemán;Prinz Adalbert;vp.;1903_05_03;Hamburgo
Día 21:;;N/A: ;;;;De Amapolis, en 21 días, gol. am. Georgia, ton. 550, con madera á la orden.;am.;Georgia;gol.;1903_05_03;Amapolis
Día 3:;;N/A:  | N/A: ;Samaranch;cp.;;De Nueva Orleans, en 3 días, vp. esp. Miguel Gallart, cp. Samaranch, ton. 3260, con carga de tránsito y 6 pasajeros á C. Blanch y Comp.;esp.;Miguel Gallart;vp.;1903_05_05;Nueva Orleans
Día 3½:;;N/A:  | N/A: ;Johnson;cp.;;De New York, en 3½ días, vp. am. Monterey, cp. Johnson, ton. 4702, con carga y 17 pasajeros á Zaldo y Cp.;am.;Monterey;vp.;1903_05_05;New York
Día 18:;;N/A:  | N/A: ;Dillon;cp.;;De Miami y Cayo Hueso, en 18 boras, vp. americano Miami, cp. Dillon, ton. 1741, con correspondencia y 5 pasajeros á G. Lawton, Childs y Cp.;americano;Miami;vp.;1903_05_05;Miami y Cayo Hueso
Día 13:;;N/A:  | N/A: ;Villeumores;cp.;;De Saint Nazaire, Santander y Coruña, en 13 días, vp. franc. La Normandie, cp. Villeumores, ton. 6845, con carga general y 169 pasajeros á Bridat, Montros y Cp.;franc.;La Normandie;vp.;1903_05_05;Saint Nazaire, Santander y Coruña
Día 3:;;N/A:  | N/A: ;Aldamis;cp.;;De Vera cruz, en 3 días, vp. esp. Buenos Aires, cp. Aldamis, ton. 5300, con carga general y pasajeros á M. Calvo.;esp.;Buenos Aires;vp.;1903_05_05;Vera cruz
Día 3:;;N/A: ;Bottone;cp.;;De Mobila, en 2½ días, vp. italiano Giuseppe Corvaja, cp. Bottone, ton. 1700, con carga general á L. V. Placé.;italiano;Giuseppe Corvaja;vp.;1903_05_05;Mobila
Día 3:;;N/A: ;Hopner;cp.;;De Nueva Orleans, en 3 días, vp. am. Louisiana, cp. Hopner, ton. 2849, con carga general á Galban y Cp.;am.;Louisiana;vp.;1903_05_05;Nueva Orleans
Día 2½:;;N/A:  | N/A:  | N/A: ;Urban;cp.;;De Manzanillo, en 2½ días, vp. alemán Roland cp. Urban, ton. 3062, con carga de tránsito á S. y Tillman.;alemán;Roland;vp.;1903_05_05;Manzanillo
Día 3½:;;;;;;De Tampico, en 3½ dias, vp. am. Matanzas,;am.;Matanzas;vp.;1903_05_06;Tampico
Día 8:;;;;;;De Cayo Hueso, en 8 horas, vp. am. Mascotte,;am.;Mascotte;vp.;1903_05_06;Cayo Hueso
Día 6:;;;;cap.;;De Norfolk, en 6 dias, vp. ing. Carisbrook, ca-;ing.;Carisbrook;vp.;1903_05_06;Norfolk
Día 2½:;;;;;;De Nueva Orleans, en 2½ dias, vp. esp. Conde;esp.;Conde;vp.;1903_05_06;Nueva Orleans
Día 4:;;;;;;De Veracruz y escalas, en 4 dias, vp. am. Espe-;am.;Espe-;vp.;1903_05_06;Veracruz
Día 3½:;;;;;;De Nueva York, en 3½ días, vp. am. Morro;am.;Morro;vp.;1903_05_07;Nueva York
;;;Stoppe;cp.;;De Nuevas, vp. cub. Curityba, cp. Stoppe,;cub.;Curityba;vp.;1903_05_07;Nuevas
Día 4:;;;;cap.;;De Tampico, en 4 días, vp. alm. Andes, capitán;;alm. Andes;vp.;1903_05_07;Tampico
Día 6:;;;;;;De Matanzas, en 6 horas, vp. ital. Gluseppe;ital.;Gluseppe;vp.;1903_05_08;Matanzas
Día 7:;;;;;;De Cayo Hueso, en 7 horas, vp. am. Olivette,;am.;Olivette;vp.;1903_05_08;Cayo Hueso
Día 5:;;;;ca-;;De Nueva York, en 5 días, vp. cub. Olinda, ca-;cub.;Olinda;vp.;1903_05_08;Nueva York
Día 7½:;;;;;;De Mobila, en 7½ dias, gol. am. Clara A. Phi-;am.;Clara A. Phi-;gol.;1903_05_09;Mobila
Día 48:;;;;;;De Génova y escalas, en 48 dias, vp. esp. Mar-;esp.;Mar-;vp.;1903_05_09;Génova
Día 1½:;;;;cap.;;De Miami, en 1½ dia, vp. am. Miami, capitán;am.;Miami;vp.;1903_05_09;Miami
Día 12:;;;;;;De Cárdenas, en 12 horas, vp. ing. Dorisbrook,;ing.;Dorisbrook;vp.;1903_05_10;Cárdenas
Día 7:;;;;;;De Cayo Hueso, en 7 horas, vp. am. Mascotte,;am.;Mascotte;vp.;1903_05_10;Cayo Hueso
Día 3:;;;;;;De Grifl Port, en 3 dias, vp. ngo. Normandie,;;ngo. Normandie;vp.;1903_05_12;Grifl Port
Día 52:;;;;;;De Bremen y esc. en 52 dias, vp. alm. Mainz,;;Mainz;vp.;1903_05_12;Bremen
Día 3½:;;;;;;De New York, en 3½ dias, vp. am. Havana,;am.;Havana;vp.;1903_05_12;New York
Día 70:;;;;;;De Barcelona, en 70 dias, bea. esp. Galofre, ca-;esp.;Galofre;bea.;1903_05_12;Barcelona
Día 7:;;;;;;De Cayo Hueso: en 7 horas, vp. am. Miami,;am.;Miami;vp.;1903_05_12;Cayo Hueso
Día 2:;;N/A:  | N/A: ;Hopner;cap.;;De Nueva York en 2 días vap. amr. Louisiana, cap. Hopner, tons. 2.819 con carga general y 73 pasajeros.;amr.;Louisiana;vap.;1903_05_13;Nueva York
Día 4:;;N/A:  | N/A:  | N/A: ;Kught;cap.;;De Veracruz y Progreso en 4 días vap. amer. Vigilancia, cap. Kught, tons. 4.115, con carga general y 68 pasajeros, á Zaldo y Cp.;amer.;Vigilancia;vap.;1903_05_13;Veracruz y Progreso
Día 4:;;N/A:  | N/A:  | N/A:  | N/A: ;Irvine;cap.;;De Tampico en 4 días vap. amr. Séneca, capitán Irvine, tons. 2.229, con ganado, á Zaldo y Cp.;amr.;Séneca;vap.;1903_05_13;Tampico
Día 5:;;N/A: ;Christophessen;cap.;;De Tampico en 4½ días vap. norg. Albis, cap. Christophessen, tons. 1.431, con ganado, á Luis V. Placé.;norg.;Albis;vap.;1903_05_13;Tampico
Día 2:;;N/A:  | N/A: ;Griffin;cap.;;De Cayo Hueso en 2 días gol. amr. Doctor Lykes, cap. Griffin, tons. 89, con ganado á Lykes y Hno.;amr.;Doctor Lykes;gol.;1903_05_13;Cayo Hueso
Día 7:;;N/A:  | N/A: ;Allen;cap.;;De Cayo Hueso en 7 horas vap. amer. Olivette, cap. Allen, tons. 1.604, con carga, correspondiendo y pasajeros, á G. Lawton, Childs y Cp.;amer.;Olivette;vap.;1903_05_13;Cayo Hueso
;;;Boxter;cp.;;De Pasacoula, gol. am. Omega, cp. Boxter,;am.;Omega;gol.;1903_05_14;Pasacoula
Día 8:;;;;;;De Pto. Rico y escalas, en 8 días, vp. cub. Ma-;cub.;;vp.;1903_05_14;Pto. Rico
Día 2½:;;;Pe-;cp.;;De Mobile, en 2½ días, vp. ngo. Ulv, cp. Pe-;;ngo. Ulv;vp.;1903_05_14;Mobile
Día 4:;;;;;;De New York, en 3½ días, vp. am. México, ca-;am.;México;vp.;1903_05_14;New York
Día 8:;;;;;;De Filadelfia, en 7½ días, vp. inglés Russian;inglés;Russian;vp.;1903_05_14;Filadelfia
Día 4½:;;;;;;De Tlacotalpan, en 4½ dias, vp. ngo. Hydra,;ngo.;Hydra;vp.;1903_05_15;Tlacotalpan
Día 6:;;;;;;De F'ladelffa, en 6 dias, vp. alm. Margaretha,;;alm. Margaretha;vp.;1903_05_15;F'ladelffa
Día 7:;;;;;;De Cayo Aueso, en 7 horas, vp. am. Martini-;am.;Martini-;vp.;1903_05_15;Cayo Aueso
Día 6½:;;;;;;De F'ladelffa, en 6½ dias, vp. ing. Vortigorn,;ing.;Vortigorn;vp.;1903_05_15;F'ladelffa
Día 43:;;;;;;De Liverpool y escalas, en 43 días, vp. español;español;;vp.;1903_05_16;Liverpool
Día 2½:;;;;;;De Veracruz, en 2½ días, vp. francés La Nor-;francés;La Nor-;vp.;1903_05_16;Veracruz
Día 8½:;;;;cp.;;De Filadelfia, en 8½ días, vp. ing. Vimeira, cp.;ing.;Vimeira;vp.;1903_05_16;Filadelfia
Día 7:;;;;;;De Cayo Hueso, en 7 horas, vp. am. Miami,;am.;Miami;vp.;1903_05_16;Cayo Hueso
;;;;cap.;;De Matanzas, vp. yacht am. Santanella, capi-;am.;Santanella;vp.;1903_05_16;Matanzas
Día 1:;;N/A: ;Hansen;cap.;;De Cayo Hueso, en 1 día, vp. am. Reanoke, capitan Hansen, ton. 546, con ganado á Lykes y Hno.;am.;Reanoke;vp.;1903_05_17;Cayo Hueso
Día 3½:;;N/A:  | N/A:  | N/A: ;O'Keefe;cp.;;De Tampico, en 3½ días, vp. am. Niágara, cp. O'Keefe, ton. 2265, con carga general y 18 pasajeros y Zaldo y Cp.;am.;Niágara;vp.;1903_05_19;Tampico
Día 26:;;N/A:  | N/A: ;Oliver;cp.;;De Génova y esc., en 26 días, vp. esp. Manuel Calvo, cp. Oliver, ton. 6000, con carga general y 131 pasajeros a M. Calvo.;esp.;Manuel Calvo;vp.;1903_05_19;Génova
Día 7:;;N/A:  | N/A:  | N/A: ;White;cp.;;De Cayo Hueso, en 7 horas, vp. am. Miami, cp. White, ton. 1741, en lastre y 172 pasajeros y G. Lawton Childs y Cp.;am.;Miami;vp.;1903_05_19;Cayo Hueso
Día 2:;;N/A:  | N/A: ;Hopner;cp.;;De Nueva Orleans, en 2 días, vp. am. Louisiana, cp. Hopner, ton. 2349, con carga general y pasajeros á Galban y Cp.;am.;Louisiana;vp.;1903_05_20;Nueva Orleans
Día 2½:;;;;;;De Veracruz, en 2½ días, vp. ep. Alfonso XIII;;Alfonso XIII;vp.;1903_05_20;Veracruz
Día 3½:;;N/A:  | N/A:  | N/A: ;Jhonson;cp.;;De Veracruz y Progreso, en 3½ días, vp. americano Monterrey, cp. Jhonson, ton. 4702, con carga, correspondencia y pasajeros á Saldo y Cp.;americano;Monterrey;vp.;1903_05_20;Veracruz y Progreso
Día 7:;;N/A:  | N/A:  | N/A: ;Dillon;cp.;;De Cayo Hueso, en 7 horas, vp. am. Martini-que, cp. Dillon, ton. 996, con carga, correspondencia y 231 pasajeros á G. Lawton y Cp.;am.;Martini-que;vp.;1903_05_20;Cayo Hueso
Día ½:;;N/A:  | N/A: ;Gortz;cap.;;De Matanzas, en ½ día, vp. alm. Andres, capitán Gortz, ton. 1859, en lást. á F. Heilbut.;;alm. Andres;vp.;1903_05_20;Matanzas
Día 4½:;;N/A:  | N/A: ;Peterson;cp.;;De Veracruz, en 4½ días, vp. ngo. Volund, cp. Peterson, ton. 1087, con ganado á I. Pla y Comp.;;ngo. Volund;vp.;1903_05_20;Veracruz
Día 3½:;;N/A:  | N/A: ;Downs;cp.;;De New York en 3½ días vp. am: Morro Castle, cp. Downs, tnds. 600, con carga gral. y 45 pasajeros á Zaldo C:;am;Morro Castle;vp.;1903_05_21;New York
Día 22:;;N/A: ;Farrell;cp.;;De Londres y esc. en 22 días vp. inglés Cayo Bonito, cp. Farrell, tnds. 3427, con carga gral. a Dursaó, a C.;ing.;Cayo Bonito;vp.;1903_05_21;Londres
Día 5½:;;N/A: ;Dodder;cp.;;De Mobila en 5½ días gta. am: M. A. Achon, cp. Dodder, nds. 808, con madera á L. Diago.;am;M. A. Achon;gta.;1903_05_21;Mobila
Día 5:;;N/A:  | N/A:  | N/A:  | N/A: ;Janseron;cp.;;De Tampico en 5 días vp. cubano Cuba, cp. Janseron, tods. 208 con ganado á L. P. Placé, de Cayo Hunso en 7 horas vp. am? Mascotte, cp. Alle, tnds. 884, con carga, correspondencia y 19 pasajeros, á G. Lawton, Childs y C:;cubano;Cuba;vp.;1903_05_21;Tampico
Día 5:;;N/A: ;Hope;cp.;;De New York en 4½ días vp. cubuno Curi- tyba, cp. Hope, tnds. 2363, con carga gral. á L. V. Placé.;cubuno;Curi- tyba;vp.;1903_05_21;New York
Día 5:;;N/A: ;pol. arrárga;ep.;;De Nueva York, en 4½ días, vpi. esp. Saturnino, ep. pol. arrárga, ton. 2388, con carga general a Marimón, Varela y Cp.;esp.;Saturnino;vpi.;1903_05_23;Nueva York
Día 43:;;;;;;De Liverpool, en 43, días, bea. nga. Mercur,;nga.;Mercur;bea.;1903_05_24;Liverpool
;;;;;;De Cádenas, vp. italiano Giuseppe Corvaja,;italiano;Giuseppe Corvaja;vp.;1903_05_24;Cádenas
Día 7:;;;;;;De Cayo Hueso, en 7 horas, vp. am. Martini-;am.;Martini;vp.;1903_05_24;Cayo Hueso
Día 3:;;;;;;De New Orleans, en 3 días, vp. am. Aransas,;am.;Aransas;vp.;1903_05_24;New Orleans
Día 4:;;;;;;De Tampico en 4 días vap. alm. Prinz Adal-;;Prinz Adal;vap.;1903_05_24;Tampico
;;N/A: ;Will;cap.;;bert, cap. Will, tons. 6.029, con carga y 92;;;;1903_05_24;
Día 35:;;;;;;De Arrecifes de Lanzarote, en 35 días, bergan-;;;bergan;1903_05_26;Arrecifes de Lanzarote
Día 18:;;N/A: ;Henson;cp.;;De Liverpool, en 17½ días, vp. ing. María de Larrinaga, cp. Henson, ton. 4058, carga general á Marlin, Varela y Cp.;ing.;María de Larrinaga;vp.;1903_05_26;Liverpool
Día 32:;;N/A: ;Wagner;cp.;;De Hamburgo y escalas, en 32 días, vp. alemán Canadía, cp. Wagner, ton. 2404, con carga general á E. Heibut.;alemán;Canadía;vp.;1903_05_26;Hamburgo
Día 2:;;N/A:  | N/A:  | N/A: ;Hopner;cp.;;De Nueva Orleans, en 2 días, vp. am. Louisiana, cp. Hopner, ton. 2549, con carga general á Galban y Cp.;am.;Louisiana;vp.;1903_05_26;Nueva Orleans
Día 2:;;N/A: ;Petterson;cap.;;De Nuevitas, en 1½ días, vp. ngo. Ellida, capitán Petterson, ton. 2124, en lastre á L. V. Placé.;;Ellida;vp.;1903_05_26;Nuevitas
Día 7:;;N/A:  | N/A: ;White;cap.;;De Cayo Hueso, en 7 horas, vp. am. Miami, capitán White, ton. 1741, con carga general y 10 pasajeros á G. Lawton, Childs y Cp.;am.;Miami;vp.;1903_05_26;Cayo Hueso
Día 3½:;;N/A:  | N/A:  | N/A: ;Hoffhay;cap.;;De Tampico, en 3½ días, vp. am. Santiago, capitán Hoffhay, ton. 2358, con ganado á Zaldo y Cp.;am.;Santiago;vp.;1903_05_26;Tampico
